total_periods,positive_periods,positive_ratio,total_return_sum,avg_quarter_return,median_quarter_return,min_quarter_return,total_trades_sum,min_trades_per_period,avg_trades_per_period,avg_profit_factor,median_profit_factor,min_profit_factor,max_quarter_drawdown_worst,long_trades_total,short_trades_total,cost_mode,min_separation,max_separation,batch2_score,trial_id
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,39,0.44538487136715993,62
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,39,0.4081719946967166,62
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,41,0.44538487136715993,63
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,41,0.4081719946967166,63
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,38,0.44538487136715993,64
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,38,0.4081719946967166,64
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,42,0.44538487136715993,65
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,42,0.4081719946967166,65
8,7,0.875,15.672274000000074,1.9590342500000093,1.5756450000000033,-0.5669659999999577,203,20,25.375,1.9199452016936023,1.5293946806982373,0.7775050819788076,-2.891453718386666,115,88,no-cost,8,36,0.44641122227189944,66
8,6,0.75,11.612274000000067,1.4515342500000084,0.9656450000000039,-1.086965999999956,203,20,25.375,1.6515870746186376,1.2908646346594963,0.6236554002119066,-3.011848573838374,115,88,cost,8,36,0.3860123543702166,66
8,7,0.875,11.844164000000069,1.4805205000000086,1.2172710000000198,-0.09654599999994185,163,15,20.375,1.96496624946507,1.642902383305859,0.9498464943039467,-2.138433028865489,89,74,no-cost,10,40,0.4199656221010842,67
8,7,0.875,8.584164000000138,1.0730205000000173,0.8072710000000316,-0.51654599999994,163,15,20.375,1.665930552580586,1.4284642250294244,0.7635955899515503,-2.5572328761934218,89,74,cost,10,40,0.38324480184612475,67
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,43,0.44538487136715993,68
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,43,0.4081719946967166,68
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,39,0.44538487136715993,69
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,39,0.4081719946967166,69
8,7,0.875,15.672274000000074,1.9590342500000093,1.5756450000000033,-0.5669659999999577,203,20,25.375,1.9199452016936023,1.5293946806982373,0.7775050819788076,-2.891453718386666,115,88,no-cost,8,44,0.44641122227189944,70
8,6,0.75,11.612274000000067,1.4515342500000084,0.9656450000000039,-1.086965999999956,203,20,25.375,1.6515870746186376,1.2908646346594963,0.6236554002119066,-3.011848573838374,115,88,cost,8,44,0.3860123543702166,70
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,46,0.44538487136715993,71
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,46,0.4081719946967166,71
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,49,0.44538487136715993,72
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,49,0.4081719946967166,72
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,47,0.44538487136715993,73
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,47,0.4081719946967166,73
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,42,0.44538487136715993,74
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,42,0.4081719946967166,74
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,41,0.44538487136715993,75
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,41,0.4081719946967166,75
8,7,0.875,11.844164000000069,1.4805205000000086,1.2172710000000198,-0.09654599999994185,163,15,20.375,1.96496624946507,1.642902383305859,0.9498464943039467,-2.138433028865489,89,74,no-cost,10,45,0.4199656221010842,76
8,7,0.875,8.584164000000138,1.0730205000000173,0.8072710000000316,-0.51654599999994,163,15,20.375,1.665930552580586,1.4284642250294244,0.7635955899515503,-2.5572328761934218,89,74,cost,10,45,0.38324480184612475,76
8,7,0.875,15.672274000000074,1.9590342500000093,1.5756450000000033,-0.5669659999999577,203,20,25.375,1.9199452016936023,1.5293946806982373,0.7775050819788076,-2.891453718386666,115,88,no-cost,8,46,0.44641122227189944,77
8,6,0.75,11.612274000000067,1.4515342500000084,0.9656450000000039,-1.086965999999956,203,20,25.375,1.6515870746186376,1.2908646346594963,0.6236554002119066,-3.011848573838374,115,88,cost,8,46,0.3860123543702166,77
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,37,0.44538487136715993,78
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,37,0.4081719946967166,78
8,7,0.875,11.844164000000069,1.4805205000000086,1.2172710000000198,-0.09654599999994185,163,15,20.375,1.96496624946507,1.642902383305859,0.9498464943039467,-2.138433028865489,89,74,no-cost,10,35,0.4199656221010842,79
8,7,0.875,8.584164000000138,1.0730205000000173,0.8072710000000316,-0.51654599999994,163,15,20.375,1.665930552580586,1.4284642250294244,0.7635955899515503,-2.5572328761934218,89,74,cost,10,35,0.38324480184612475,79
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,38,0.44538487136715993,80
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,38,0.4081719946967166,80
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,42,0.44538487136715993,81
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,42,0.4081719946967166,81
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,40,0.44538487136715993,82
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,40,0.4081719946967166,82
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,44,0.44538487136715993,83
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,44,0.4081719946967166,83
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,43,0.44538487136715993,84
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,43,0.4081719946967166,84
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,42,0.44538487136715993,85
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,42,0.4081719946967166,85
8,7,0.875,15.672274000000074,1.9590342500000093,1.5756450000000033,-0.5669659999999577,203,20,25.375,1.9199452016936023,1.5293946806982373,0.7775050819788076,-2.891453718386666,115,88,no-cost,8,40,0.44641122227189944,86
8,6,0.75,11.612274000000067,1.4515342500000084,0.9656450000000039,-1.086965999999956,203,20,25.375,1.6515870746186376,1.2908646346594963,0.6236554002119066,-3.011848573838374,115,88,cost,8,40,0.3860123543702166,86
8,7,0.875,17.02537399999998,2.1281717499999977,1.6574059999999835,-0.3324899999999631,218,21,27.25,1.9675969134515578,1.6998367038243165,0.8695206850272119,-2.8932443673980326,125,93,no-cost,7,41,0.4575396037366762,87
8,6,0.75,12.665373999999973,1.5831717499999967,1.1174059999999875,-0.8724899999999591,218,21,27.25,1.6876406154015582,1.3924938053138964,0.6979142863078426,-3.014308285059583,125,93,cost,7,41,0.3947222132970936,87
8,7,0.875,11.844164000000069,1.4805205000000086,1.2172710000000198,-0.09654599999994185,163,15,20.375,1.96496624946507,1.642902383305859,0.9498464943039467,-2.138433028865489,89,74,no-cost,10,39,0.4199656221010842,88
8,7,0.875,8.584164000000138,1.0730205000000173,0.8072710000000316,-0.51654599999994,163,15,20.375,1.665930552580586,1.4284642250294244,0.7635955899515503,-2.5572328761934218,89,74,cost,10,39,0.38324480184612475,88
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,43,0.44538487136715993,89
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,43,0.4081719946967166,89
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,41,0.44538487136715993,90
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,41,0.4081719946967166,90
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,40,0.44538487136715993,91
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,40,0.4081719946967166,91
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,41,0.44538487136715993,92
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,41,0.4081719946967166,92
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,42,0.44538487136715993,93
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,42,0.4081719946967166,93
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,38,0.44538487136715993,94
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,38,0.4081719946967166,94
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,44,0.44538487136715993,95
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,44,0.4081719946967166,95
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,42,0.44538487136715993,96
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,42,0.4081719946967166,96
8,7,0.875,15.672274000000074,1.9590342500000093,1.5756450000000033,-0.5669659999999577,203,20,25.375,1.9199452016936023,1.5293946806982373,0.7775050819788076,-2.891453718386666,115,88,no-cost,8,39,0.44641122227189944,97
8,6,0.75,11.612274000000067,1.4515342500000084,0.9656450000000039,-1.086965999999956,203,20,25.375,1.6515870746186376,1.2908646346594963,0.6236554002119066,-3.011848573838374,115,88,cost,8,39,0.3860123543702166,97
8,7,0.875,15.304930000000038,1.9131162500000047,1.2528160000000121,-0.11950599999996925,187,18,23.375,1.9282857329580472,1.5261774489946,0.943112968639937,-2.2294843052680133,105,82,no-cost,9,40,0.44538487136715993,98
8,7,0.875,11.564930000000118,1.4456162500000147,0.6928160000000183,-0.579505999999963,187,18,23.375,1.6576225406183385,1.2436638542071217,0.7565878122952462,-2.6682264652021224,105,82,cost,9,40,0.4081719946967166,98
8,7,0.875,11.844164000000069,1.4805205000000086,1.2172710000000198,-0.09654599999994185,163,15,20.375,1.96496624946507,1.642902383305859,0.9498464943039467,-2.138433028865489,89,74,no-cost,10,37,0.4199656221010842,99
8,7,0.875,8.584164000000138,1.0730205000000173,0.8072710000000316,-0.51654599999994,163,15,20.375,1.665930552580586,1.4284642250294244,0.7635955899515503,-2.5572328761934218,89,74,cost,10,37,0.38324480184612475,99
8,5,0.625,11.374520000000011,1.4218150000000014,0.8786509999999748,-1.1950779999999828,205,20,25.625,1.7198025795464615,1.3908124521674377,0.6590673604692348,-2.6974912078006383,120,85,no-cost,3,20,0.36651981735708933,baseline
8,5,0.625,7.274520000000051,0.9093150000000064,0.3286509999999798,-1.7550779999999766,205,20,25.625,1.4826044758468475,1.118744327099194,0.5459423799323256,-2.8382249676747753,120,85,cost,3,20,0.3340562441512617,baseline
8,7,0.875,15.672274000000074,1.9590342500000093,1.5756450000000033,-0.5669659999999577,203,20,25.375,1.9199452016936023,1.5293946806982373,0.7775050819788076,-2.891453718386666,115,88,no-cost,8,40,0.44641122227189944,batch1_best
8,6,0.75,11.612274000000067,1.4515342500000084,0.9656450000000039,-1.086965999999956,203,20,25.375,1.6515870746186376,1.2908646346594963,0.6236554002119066,-3.011848573838374,115,88,cost,8,40,0.3860123543702166,batch1_best
